topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
AHAW VBD,1039," C. Helmer, R. Eibach, P. C. Tegtmeyer, E. Humann-Ziehank, M. Ganter. ""Survey of Schmallenberg virus (SBV) infection in German goat flocks"". Epidemiology and Infection 141 (2013): 2335-2345",,40 herd/flock,Germany,Mecklenburg-Vorpommern,2012,Goat,,Schmallenberg virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,1039," C. Helmer, R. Eibach, P. C. Tegtmeyer, E. Humann-Ziehank, M. Ganter. ""Survey of Schmallenberg virus (SBV) infection in German goat flocks"". Epidemiology and Infection 141 (2013): 2335-2345",,40 herd/flock,Germany,Sachsen-Anhalt,2012,Goat,,Schmallenberg virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,1039," C. Helmer, R. Eibach, P. C. Tegtmeyer, E. Humann-Ziehank, M. Ganter. ""Survey of Schmallenberg virus (SBV) infection in German goat flocks"". Epidemiology and Infection 141 (2013): 2335-2345",,40 herd/flock,Germany,Schleswig-Holstein,2012,Goat,,Schmallenberg virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,1039," C. Helmer, R. Eibach, P. C. Tegtmeyer, E. Humann-Ziehank, M. Ganter. ""Survey of Schmallenberg virus (SBV) infection in German goat flocks"". Epidemiology and Infection 141 (2013): 2335-2345",,40 herd/flock,Germany,Hessen,2012,Goat,,Schmallenberg virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,1039," C. Helmer, R. Eibach, P. C. Tegtmeyer, E. Humann-Ziehank, M. Ganter. ""Survey of Schmallenberg virus (SBV) infection in German goat flocks"". Epidemiology and Infection 141 (2013): 2335-2345",,40 herd/flock,Germany,Nordrhein-Westfalen,2012,Goat,,Schmallenberg virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,1041," S. N. Joardar, Barkataki Biswajit, Halder Arkendu, Lodh Chandan, Sarma Dipak. ""Seroprevalence of bluetongue in north eastern Indian state-Assam"". Veterinary World 6 (2013): 196-199",,313 host (animal or human),India,assam,2011,Cattle,,Bluetongue virus,,137,,,,,,,
AHAW VBD,1043," H. O. M. Khair, I. A. Adam, S. B. Bushara, K. H. Eltom, N. O. Musa, I. E. Aradaib. ""Prevalence of bluetongue virus antibodies and associated risk factors among cattle in East Darfur State, Western Sudan"". Irish Veterinary Journal 67 (2014): (7 February 2014)-(7 February 2014)",,224 host (animal or human),Sudan,East Darfur State,0,Cattle,,Bluetongue virus,"ELISA, Competitive ELISA (C-ELISA)",154,,,,,,,
AHAW VBD,1044," Oem JK Kim YH. ""Seroprevalence of five arboviruses in sentinel cattle as part of nationwide surveillance in South Korea, 2009-2012"". The Journal of veterinary medical science / the Japanese Society of Veterinary Science #volume# (2015): #pages#",, host (animal or human),"Korea, Republic of",Republic of Korea,2010,Cattle,,Aino virus,Virus neutralisation test (VNT),NA,,,,,,,
AHAW VBD,1046," G. A. F. Ladbury, M. Gavana, K. Danis, A. Papa, D. Papamichail, S. Mourelatos, S. Gewehr, G. Theocharopoulos, S. Bonovas, A. Benos, T. Panagiotopoulos. ""Population Seroprevalence Study after a West Nile Virus Lineage 2 Epidemic, Greece, 2010"". PLoS ONE 8 (2013): #pages#",,644 host (animal or human),Greece,Central macedonia,2010,Human,,West Nile virus,IgG ELISA,41,,,,,,,
AHAW VBD,1051," Iraci D. Lima, Jose W. Queiroz, Henio G. Lacerda, Paula V. S. Queiroz, Nubia N. Pontes, James D. A. Barbosa, Daniella R. Martins, Jason L. Weirather, Richard D. Pearson, Mary E. Wilson, Selma M. B. Jeronimo. ""Leishmania infantum chagasi in Northeastern Brazil: Asymptomatic Infection at the Urban Perimeter"". American Journal of Tropical Medicine and Hygiene 86 (2012): 99-107",Other,346 host (animal or human),Brazil,Natal,2009,Dog,Blood serum,Leishmania infantum,Enzyme linked immunosorbent assay (ELISA),101,,,,,,,
AHAW VBD,1051," Iraci D. Lima, Jose W. Queiroz, Henio G. Lacerda, Paula V. S. Queiroz, Nubia N. Pontes, James D. A. Barbosa, Daniella R. Martins, Jason L. Weirather, Richard D. Pearson, Mary E. Wilson, Selma M. B. Jeronimo. ""Leishmania infantum chagasi in Northeastern Brazil: Asymptomatic Infection at the Urban Perimeter"". American Journal of Tropical Medicine and Hygiene 86 (2012): 99-107",Other,345 host (animal or human),Brazil,Natal,2009,Human,Blood serum,Leishmania infantum,Enzyme linked immunosorbent assay (ELISA),85,,,,,,,
AHAW VBD,1053," M. A. Mahmoud, M. H. Khafagi. ""Seroprevalence of bluetongue in sheep and goats in Egypt"". Veterinary World 7 (2014): 205-208",,1028 host (animal or human),Egypt,Egypt,2010,Small Ruminants,Blood serum,Bluetongue virus,Enzyme linked immunosorbent assay (ELISA),180,,,,,,,
AHAW VBD,1055," Keyla Carstens Marques de Sousa, Heitor Miraglia Herrera, Iara Helena Domingos, Joao Bosco Vilela Campos, Isabela Maria Campanelli dos Santos, Haroldo Henrique Neves, Rosangela Zacarias Machado, Marcos Rogerio Andre. ""Serological detection of Toxoplasma gondii, Leishmania infantum and Neospora caninum in cats from an area endemic for leishmaniasis in Brazil"". Revista Brasileira De Parasitologia Veterinaria 23 (2014): 449-455",,151 host (animal or human),Brazil,Mato Grosso,2013,Cat,Blood serum,Leishmania infantum,Indirect Immunofluorescence Antibody test (IFAT),49,,,,,,,
ALPHA Xylella,1,"E. Aguilar, L. Moreira and C. Rivera. ""Confirmation of Xylella fastidiosa infecting grapes Vitis vinifera in Costa Rica"". Tropical Plant Pathology 33 (2008): 444-448",,,Costa Rica,San Jose province (Santa Ana and La Uruca),,,,,"Culture method,Electron microscopy studies (EMS),Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,1,"E. Aguilar, L. Moreira and C. Rivera. ""Confirmation of Xylella fastidiosa infecting grapes Vitis vinifera in Costa Rica"". Tropical Plant Pathology 33 (2008): 444-448",,,Costa Rica,"La Garita, Alajuela province",,,,,"Culture method,Electron microscopy studies (EMS),Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,2,"E. Aguilar, W. Villalobos, L. Moreira, C. M. Rodriguez, E. W. Kitajima and C. Rivera. ""First report of Xylella fastidiosa infecting citrus in Costa Rica"". Plant Disease 89 (2005): 687-687",,,Costa Rica,,,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA)",,Sweet orange,,Natural infection,,,,
ALPHA Xylella,7,"R. P. P. Almeida and A. H. Purcell. ""Patterns of Xylella fastidiosa colonization on the precibarium of sharpshooter vectors relative to transmission to plants"". Annals of the Entomological Society of America 99 (2006): 884-890",,,United States,Napa Valley (California),,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Pathogenicity tests with vectors (PTV),Unknown",,Grape,STL (ATCC700963),Experimental infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Chahar Mahal-va-Bakhtiari (orchards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Almond,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",West Azerbaijan (orchards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Almond,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Semnan provinces (orchards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Almond,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Chahar Mahal-va-Bakhtiari (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Fars (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Qazvin (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Hamedan (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Khorasan Razavi (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Alborz (vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",Isfahan provinces (Vineyards),,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",,,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,Almond isolate,Experimental infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",,,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Grapevine,Grape isolate,Experimental infection,,,,
ALPHA Xylella,8,"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei. ""Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran"". Phytopathologia Mediterranea 53 (2014): 318-327",,,"Iran, Islamic Republic of",,,,,,"Culture method,Enzyme-linked immunosorbent assay (ELISA),Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Tobacco,Almond and grape isolates,Experimental infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,Turkey oak,,Natural infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,Southern red oak,,Natural infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,Bluejack oak,,Natural infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,laurel oak,,Natural infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,water oak,,Natural infection,,,,
ALPHA Xylella,9,"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern. ""Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis"". Plant Disease 82 (1998): 569-572",,,United States,Florida,,,,,Enzyme-linked immunosorbent assay (ELISA),,live oak,,Natural infection,,,,
ALPHA Xylella,13,"B. R. Bextine and T. A. Miller. ""Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander"". Plant Disease 88 (2004): 600-604",,,United States,"Temecula, California",,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Oleander,,Natural infection,,,,
ALPHA Xylella,13,"B. R. Bextine and T. A. Miller. ""Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander"". Plant Disease 88 (2004): 600-604",,,United States,"University of California, Riverside, California",,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Oleander,,Natural infection,,,,
ALPHA Xylella,13,"B. R. Bextine and T. A. Miller. ""Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander"". Plant Disease 88 (2004): 600-604",,,United States,"Temecula, California",,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,13,"B. R. Bextine and T. A. Miller. ""Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander"". Plant Disease 88 (2004): 600-604",,,United States,"University of California, Riverside, California",,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,Grapevine,,Natural infection,,,,
ALPHA Xylella,15,"R. H. Brlansky, V. D. Damsteegt and J. S. Hartung. ""Transmission of the citrus variegated chlorosis bacterium Xylella fastidiosa with the sharpshooter Oncometopia nigricans"". Plant Disease 86 (2002): 1237-1239",,,United States,"Fort Detrick, Maryland",,,,,"Pathogenicity tests with vectors (PTV),Polymerase chain reaction (PCR)",,Sweet orange,,Experimental infection,,,,
ALPHA Xylella,16,"N. Buzkan and M. A. Walker. ""Effect of tissue on the inoculation and detection of Xylella fastidiosa in the grapevine"". Turkish Journal of Agriculture and Forestry 28 (2004): 341-347",,,United States,"Department of Viticulture and Enology, University of California, Davis, California",,,,,"Enzyme-linked immunosorbent assay (ELISA),Pathogenicity test with mechanical injury (PTM)",,Grapevine,Stag's Leap,Experimental infection,,,,
ALPHA Xylella,28,"J. E. O. de Lima, V. S. Miranda, J. S. Hartung, R. H. Brlansky, A. Coutinho, S. R. Roberto and E. F. Carlos. ""Coffee leaf scorch bacterium: Axenic culture, pathogenicity, and comparison with Xylella fastidiosa of citrus"". Plant Disease 82 (1998): 94-97",,,Brazil,Casa Branca (Sao Paulo),,,,,"Culture method,Dot immunobinding assay (DIBA),Electron microscopy studies (EMS),Enzyme-linked immunosorbent assay (ELISA),Light microscopy studies (LMS),Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Coffee,Jan-96,Natural and Experimental infection,,,,
ALPHA Xylella,28,"J. E. O. de Lima, V. S. Miranda, J. S. Hartung, R. H. Brlansky, A. Coutinho, S. R. Roberto and E. F. Carlos. ""Coffee leaf scorch bacterium: Axenic culture, pathogenicity, and comparison with Xylella fastidiosa of citrus"". Plant Disease 82 (1998): 94-97",,,Brazil,,,,,,"Culture method,Polymerase chain reaction (PCR)",,Citrus,10T,Natural infection,,,,
ALPHA Xylella,30,"K. Esau. ""Anatomic effects of the viruses of Pierce's disease and phony peach"". Hilgardia 18 (1948): 423-481",,,United States,greenhouse in Davis  and various localities in California,,,,,Unknown,,Alfalfa,,Natural and Experimental infection,,,,
ALPHA Xylella,30,"K. Esau. ""Anatomic effects of the viruses of Pierce's disease and phony peach"". Hilgardia 18 (1948): 423-481",,,United States,greenhouse in Davis  and various localities in California,,,,,,,Peach,,Natural infection,,,,
ALPHA Xylella,30,"K. Esau. ""Anatomic effects of the viruses of Pierce's disease and phony peach"". Hilgardia 18 (1948): 423-481",,,United States,greenhouse in Davis  and various localities in California,,,,,Unknown,,Grapevine,,Natural and Experimental infection,,,,
ALPHA Xylella,31,"H. Feil and A. H. Purcell. ""Temperature-dependent growth and survival of Xylella fastidiosa in vitro and in potted grapevines"". Plant Disease 85 (2001): 1230-1234",,,United States,"Davis greenhouse, California (grape strains from Napa Valley, Temecula, Fresno, Solano County, Contra Costa County)(OLS strains Palm Springs) CA",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM)",,Grapevine,STL (ATCC 700963),Experimental infection,,,,
ALPHA Xylella,37,"G. A. Gambetta, J. Fei, T. L. Rost and M. A. Matthews. ""Leaf scorch symptoms are not correlated with bacterial populations during Pierce's disease"". Journal of Experimental Botany 58 (2007): 4037-4046",,,United States,Davis (California),,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Grapevine,Temecula,Natural and Experimental infection,,,,
ALPHA Xylella,42,"J. L. Harris, P. L. Di Bello, M. Lear and Y. Balci. ""Bacterial Leaf Scorch in the District of Columbia: Distribution, Host Range, and Presence of Xylella fastidiosa Among Urban Trees"". Plant Disease 98 (2014): 1611-1618",,,United States,District of Columbia,,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,White Mulberry,,Natural infection,,,,
ALPHA Xylella,42,"J. L. Harris, P. L. Di Bello, M. Lear and Y. Balci. ""Bacterial Leaf Scorch in the District of Columbia: Distribution, Host Range, and Presence of Xylella fastidiosa Among Urban Trees"". Plant Disease 98 (2014): 1611-1618",,,United States,District of Columbia,,,,,"Enzyme-linked immunosorbent assay (ELISA),Polymerase chain reaction (PCR)",,American elm,,Natural infection,,,,
